"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-mini href","a-link-normal href","a-size-mini 2","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-lazy-loaded src","a-size-base 6"
"https://www.amazon.com/gp/profile/amzn1.account.AEHNQ4Y5YENNV2EVPMUVUBUJRWRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ShopR","https://www.amazon.com/gp/customer-reviews/R13AGB4X37FKOL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017YAHTJ8","5.0 out of 5 stars","Worth it","Reviewed in the United States on December 18, 2018","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Great product","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Pouch-Health-Treats%2Fproduct-reviews%2FB017YAHTJ8%2Fref%3Dcm_cr_arp_d_vote_lft%3Fie%3DUTF8%26csrfT%3DhADag37J0yX5S%252FZfwqF7u1mQJUwj8LzFKvHjycEM0wz2AAAAAGXT5IcAAAAB%26reviewId%3DR13AGB4X37FKOL&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_arp_d_rvw_hlp&csrfT=hADag37J0yX5S%2FZfwqF7u1mQJUwj8LzFKvHjycEM0wz2AAAAAGXT5IcAAAAB&reviewId=R13AGB4X37FKOL","Showing  comments","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AE25SWSFDLEIOQEG7KDNPKHOTTTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","kaja","https://www.amazon.com/gp/customer-reviews/R2IRN407EKQ6OP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B017YAHTJ8","5.0 out of 5 stars","Great product","Reviewed in the United States on September 20, 2018","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Great for training","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Pouch-Health-Treats%2Fproduct-reviews%2FB017YAHTJ8%2Fref%3Dcm_cr_arp_d_vote_lft%3Fie%3DUTF8%26csrfT%3DhLAFDXf05rHsMsb6nHoZVGjNCnAYwem0o9xnhDaeVyc6AAAAAGXT5IcAAAAB%26reviewId%3DR2IRN407EKQ6OP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_arp_d_rvw_hlp&csrfT=hLAFDXf05rHsMsb6nHoZVGjNCnAYwem0o9xnhDaeVyc6AAAAAGXT5IcAAAAB&reviewId=R2IRN407EKQ6OP","Showing  comments","0","There was a problem loading comments right now. Please try again later.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AGJ4MJV66BWCODJ7S3U6G7UAC6LA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Judith G.","https://www.amazon.com/gp/customer-reviews/R1SM7R1FSGJW9K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHTJ8","5.0 out of 5 stars","Size is perfect for training","Reviewed in the United States on April 2, 2017","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My pups love'em.  Size is perfect for training.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Pouch-Health-Treats%2Fproduct-reviews%2FB017YAHTJ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHEj7rtOFDG0Tfhkw1QenJ1jV3OuvB9lWCqzqc4ZuqVKAAAAAGXT5JEAAAAB%26reviewId%3DR1SM7R1FSGJW9K&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHEj7rtOFDG0Tfhkw1QenJ1jV3OuvB9lWCqzqc4ZuqVKAAAAAGXT5JEAAAAB&reviewId=R1SM7R1FSGJW9K","Report","0","There was a problem loading comments right now. Please try again later.","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AEAKSG4SQ4YYI23FDRFOOISZYSNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Expert","https://www.amazon.com/gp/customer-reviews/R9CIKR2EIEE2D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B017YAHTJ8","5.0 out of 5 stars","Five Stars","Reviewed in the United States on December 13, 2016","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My Dorkie LOVES these","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Pouch-Health-Treats%2Fproduct-reviews%2FB017YAHTJ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJqmcq%252F838FtJpuWuljPnO4xQkZM9d7%252Fzo96PZDdbXQQAAAAAGXT5JEAAAAB%26reviewId%3DR9CIKR2EIEE2D&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Helpful","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJqmcq%2F838FtJpuWuljPnO4xQkZM9d7%2Fzo96PZDdbXQQAAAAAGXT5JEAAAAB&reviewId=R9CIKR2EIEE2D","Report","0","There was a problem loading comments right now. Please try again later.","","Showing  comments"
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Baily","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL%2BUBgpWDFWmyjCZgWfwld512wkHAsTIg4woJQbeAEbsAAAAAGXT5JEAAAAB&reviewId=R1T4EPOR68W59E","5.0 out of 5 stars","Puppy’s favourite treat","Reviewed in Canada on September 4, 2023","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","These were my young puppy’s absolute favourite treat. They are very moist and soft so work very well for when you have a puppy from 8-12weeks. She still loves them to this day at 6 months.","","","Report","","","","","",""
"","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Chetna","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOc4mZSsufzGDxY9lRyBOov6aYYjR6D8uFauja0vw1FfAAAAAGXT5JEAAAAB&reviewId=R2K176IHFD4M25","5.0 out of 5 stars","Puppy loves it","Reviewed in Canada on October 27, 2020","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I give it to him as a treat for his puppy training and he is doing well. :) I have a 11 lbs pup, so I break these treats into 2-3 chunks and then give it to him. He loves it, and I've ordered it about 2 times so far.","","","Report","","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","CaperinMontreal","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN9z6Th5lbfX074x2BToj25602l5dBm%2FPpyOLI4JxTTBAAAAAGXT5JEAAAAB&reviewId=R3O2SNV4F1T8GA","5.0 out of 5 stars","My 2 month old frenchie puppy loves them","Reviewed in Canada on January 3, 2022","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My 2 month old french bulldog puppy loves these and he is pretty fussy.","","","Report","","","","","",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Chou Lee","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIe4KVDAQ8%2FDF1NTi1ykrn3LE%2FaGMrgslrjXIcWK6lNKAAAAAGXT5JEAAAAB&reviewId=RMEA5OJ65BPPD","5.0 out of 5 stars","Soft and chewy","Reviewed in Canada on September 10, 2021","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","The family puppy has an addiction to these now. He loves them so much","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMHY7snfCwp7GyGYCO%2BqGdW9xft%2BSbXV6U%2FrYeeLIh0RAAAAAGXT5JEAAAAB&reviewId=R2NMWF26TBOJGF","5.0 out of 5 stars","Puppy approved !","Reviewed in Canada on January 23, 2021","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Our 11 week old Boston terrier adores these. We used them for pee pad training.He nailed it ! Must be good :)","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHyR4aTK3rHBp1XiufodPFXWCo%2FZXiold9M9ztrx2Gn1AAAAAGXT5JEAAAAB&reviewId=R6UNUZM8KLVY1","5.0 out of 5 stars","NEW PUPPY","Reviewed in Canada on October 26, 2020","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","TRYING DIFF TREATS .  IF HE LIKES THEM I WILL BUY AGAIN  TY","","","Report","","One person found this helpful","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Dustin Littlewood","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJMDM0SlyT%2F1dzdn6N6q%2FAJngc74TCTvMpHbIHZfY4eZAAAAAGXT5JEAAAAB&reviewId=R27JEFENORMKND","5.0 out of 5 stars","Great for puppies","Reviewed in Canada on December 10, 2019","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Great for puppy's , also great to put in treat balls.","","","Report","","One person found this helpful","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHAcAva2d%2BA%2FPgUq3OdjTeIHqJOFVDO%2BI73XlNXdfDZTAAAAAGXT5JEAAAAB&reviewId=R1IVX8FJ00MNXD","1.0 out of 5 stars","These treats gave both my boys a really bad case of the runs.","Reviewed in Canada on March 11, 2022","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Fowl projectile mess from the tail cannon.  They ate them ok but something is definitely off.  Both my boys got very sick with the runs from these.","","","Report","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"","","","","","","","","","","","","","","","","","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hB0tGVgZZN9OlLVfiW%2FUy2ZHpPZytvmBxZyB5GqHRhWAAAAAAGXT5JMAAAAB&reviewId=RN9GAOMTY9F4X","5.0 out of 5 stars","Good","Reviewed in Canada on December 30, 2019","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Puppy likes them","","","Report","","","","","",""
"","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","melissa","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHOwPByN2KUCF1sxDxDOzEc5ZGKsBDThgdlrYNDzdj0%2FAAAAAGXT5JMAAAAB&reviewId=RK62PE7HJYUGZ","1.0 out of 5 stars","This product smells very bad","Reviewed in Canada on August 6, 2021","Flavor Name: ChickenSize: 5 Ounce (Pack of 1)","https://www.amazon.com/Get-Naked-Pouch-Health-Treats/product-reviews/B017YAHTJ8/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","This product smells very bad . I'm not even sure it's good/safe  for any dog to eat.  It also makes me very nauseous when I smell them","","","Report","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""