"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AH5Q4RIXOEY236PFGGTLAMY56J7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Barbara D.","https://www.amazon.com/gp/customer-reviews/R3O9MCOQ0FWXEM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","4.0 out of 5 stars","Great flavor but does not last long","Reviewed in the United States on November 3, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My 5 month old puppy loves them but goes thru them in a day, making them expensive as a chew.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGLMQGdWJujnOdvJ0DiPJWEI8AIHHgUKjucNW8Rn0FB7AAAAAGXT8f4AAAAB%26reviewId%3DR3O9MCOQ0FWXEM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGLMQGdWJujnOdvJ0DiPJWEI8AIHHgUKjucNW8Rn0FB7AAAAAGXT8f4AAAAB&reviewId=R3O9MCOQ0FWXEM","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AHZUJLQTKUMCVUXW5CN2GBGO5XXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lydia G","https://www.amazon.com/gp/customer-reviews/R4ZXY8UC42LQX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","Chewing","Reviewed in the United States on December 28, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","New puppy likes all the flavors","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPFD1zCEs%252FowUhvZgt9ASqAbpgEL9WU%252FlkPwPBmwbyDuAAAAAGXT8f4AAAAB%26reviewId%3DR4ZXY8UC42LQX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPFD1zCEs%2FowUhvZgt9ASqAbpgEL9WU%2FlkPwPBmwbyDuAAAAAGXT8f4AAAAB&reviewId=R4ZXY8UC42LQX","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AFPRBQZQMS5T2SLI54R4YAMR5GRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amy","https://www.amazon.com/gp/customer-reviews/R1MY08TUOTNEO8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","Dog loved the flavor","Reviewed in the United States on April 14, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Didn't leave a sticky mess. I tried other flavors prior and had to guve my dog a bath immediately after.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhC3S%252FWz59OXANBuzdKm0KRDJzAs40x877UOH7Lb2uasOAAAAAGXT8f4AAAAB%26reviewId%3DR1MY08TUOTNEO8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC3S%2FWz59OXANBuzdKm0KRDJzAs40x877UOH7Lb2uasOAAAAAGXT8f4AAAAB&reviewId=R1MY08TUOTNEO8","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AH5HZWFVRTIFKAVAJ3L5EFIF7I2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e17647ad-2379-402d-97c2-834e6677be1c._CR328,0,843,843_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e17647ad-2379-402d-97c2-834e6677be1c._CR328,0,843,843_SX48_.jpg""/>","Catblu","https://www.amazon.com/gp/customer-reviews/R38OUB3W2I043F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","Yummy","Reviewed in the United States on March 30, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Sadie loves her morning Rings great way to start her day before eating Breakfast","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBS%252Fn%252FHKv5zUN527JtSMP8Ruu7Pet9CrQqpSkRG8%252FYT4AAAAAGXT8gAAAAAB%26reviewId%3DR38OUB3W2I043F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBS%2Fn%2FHKv5zUN527JtSMP8Ruu7Pet9CrQqpSkRG8%2FYT4AAAAAGXT8gAAAAAB&reviewId=R38OUB3W2I043F","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGTLWB576JAJ3SX7R7LJCYHGPDXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R366IAK2CHLAB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","Tasty and excellent product","Reviewed in the United States on December 17, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Superb and tasty product...but they don't last but 1 minute with my Chocolate Labs (10 years old senior, and 6 months puppy). Too expensive","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNIf99vL9hyG3o7G7mQ579UdPmpbdGdqFmP%252Bm6kUMpiEAAAAAGXT8gAAAAAB%26reviewId%3DR366IAK2CHLAB3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNIf99vL9hyG3o7G7mQ579UdPmpbdGdqFmP%2Bm6kUMpiEAAAAAGXT8gAAAAAB&reviewId=R366IAK2CHLAB3","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEKGKCU6WNYWOZOAPFJLG75IHSFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Elaine","https://www.amazon.com/gp/customer-reviews/R2FE05SVZUZZFE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","Yum!","Reviewed in the United States on January 12, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My puppy loved them just wished they lasted longer","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIz2%252BSiQaR%252F%252FNLPwOtm0LsMAgtHdaTLFe2Mk1oPFRGosAAAAAGXT8gAAAAAB%26reviewId%3DR2FE05SVZUZZFE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIz2%2BSiQaR%2F%2FNLPwOtm0LsMAgtHdaTLFe2Mk1oPFRGosAAAAAGXT8gAAAAAB&reviewId=R2FE05SVZUZZFE","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGN6R6MVSV2IEMT5S5FT7LAGCWCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Michael","https://www.amazon.com/gp/customer-reviews/R16KIYAF7OHAMD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","4.0 out of 5 stars","Dog loved them","Reviewed in the United States on February 14, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Only thing didn't like seemed to give him a little diarrhea.but he loved them","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhFWX5pym0OBWB%252BxH%252BDskKq5IHTczE7YAX3Xbp6Kw2Fn1AAAAAGXT8gAAAAAB%26reviewId%3DR16KIYAF7OHAMD&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFWX5pym0OBWB%2BxH%2BDskKq5IHTczE7YAX3Xbp6Kw2Fn1AAAAAGXT8gAAAAAB&reviewId=R16KIYAF7OHAMD","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGK2HYNC3BR3DK7DPIPDM4SKQWRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Kathleen J Cutre","https://www.amazon.com/gp/customer-reviews/R29C88NBYQ9XBS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","Best teaching treat. My puppy loves these","Reviewed in the United States on December 24, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Very good my puppy loves these","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDoQ7snJo8hdDlKz2YAHjdjx0Z9UZQN5xsc7BFblcoifAAAAAGXT8gAAAAAB%26reviewId%3DR29C88NBYQ9XBS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDoQ7snJo8hdDlKz2YAHjdjx0Z9UZQN5xsc7BFblcoifAAAAAGXT8gAAAAAB&reviewId=R29C88NBYQ9XBS","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEF6XXRK7RKZ7LEDJLXURVLNMXKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Book and Dog Lover","https://www.amazon.com/gp/customer-reviews/RFQ0U989RF7RA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","5.0 out of 5 stars","My puppy loved these teething rings","Reviewed in the United States on September 25, 2021","","(","My 3-month old puppy really enjoyed these teething rings. He’s a Lab who loves all food, but even with that, he really liked these rings. At first he enjoyed playing with the ring and then figured out that he could eat it. I thought he’d finish the ring in a few minutes, but it actually took about 20+ minutes for him to finish the ring. Considering how quickly he eats treats, 20+ minutes is a long time so I’ll be definitely buying more of these teething rings.As far as ingredients,  “natural salmon flavor” and salmon are the 6th and 7th ingredient, so, it’s not surprising that I didn’t notice any fishy odor with these teething rings.I received these rings in September 2021 and they have an expiration date of October 25, 2022.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAHEUelskT4Ma%252Bl3P5ULzr7k3ODhDG5Vkt1MtgYzMUeHAAAAAGXT8gAAAAAB%26reviewId%3DRFQ0U989RF7RA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAHEUelskT4Ma%2Bl3P5ULzr7k3ODhDG5Vkt1MtgYzMUeHAAAAAGXT8gAAAAAB&reviewId=RFQ0U989RF7RA","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AF7DT3UZW4QMVRC3UVWE57ZVADLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Barbara J McArtney","https://www.amazon.com/gp/customer-reviews/R3MM0KFXUL2T55/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","3.0 out of 5 stars","my puppy just didn't like them","Reviewed in the United States on February 14, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","They had a strong smell and my dog just didn't like it.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCxn3I0AX%252B8%252F3nK9sl673lqP56AVlsuB9i%252FKRBK%252BZy6ZAAAAAGXT8gAAAAAB%26reviewId%3DR3MM0KFXUL2T55&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCxn3I0AX%2B8%2F3nK9sl673lqP56AVlsuB9i%2FKRBK%2BZy6ZAAAAAGXT8gAAAAAB&reviewId=R3MM0KFXUL2T55","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFSNCGGTOO5KVPFABS2AHYSIEEIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","dog lover","https://www.amazon.com/gp/customer-reviews/RDSXATA8U73RP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","1.0 out of 5 stars","made my puppy sick","Reviewed in the United States on January 22, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","these don't last long. It took my dog about 4 minutes to have it gone. they are supposed to be able to eat them but made my dog sick with diarriha that lasted 24 hours.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhPff%252F70cVNHxaARETxFvYo3lcOaUI0TpfVFSs5DMJLfBAAAAAGXT8gAAAAAB%26reviewId%3DRDSXATA8U73RP&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hPff%2F70cVNHxaARETxFvYo3lcOaUI0TpfVFSs5DMJLfBAAAAAGXT8gAAAAAB&reviewId=RDSXATA8U73RP","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHUS7Y7JKGRM57M73CJKCEUIOOIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Vanessatate","https://www.amazon.com/gp/customer-reviews/RQVFBMFWJ4PKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","1.0 out of 5 stars","Diarrhea","Reviewed in the United States on July 26, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Puppy became sick","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDu7nghsG0laR92RDp3hrDcfZU3vcr4p7iudiidMv1Q1AAAAAGXT8gAAAAAB%26reviewId%3DRQVFBMFWJ4PKF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDu7nghsG0laR92RDp3hrDcfZU3vcr4p7iudiidMv1Q1AAAAAGXT8gAAAAAB&reviewId=RQVFBMFWJ4PKF","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEKTQRW6ZUB3CWILSHFF5GKAYKRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Ronald minas","https://www.amazon.com/gp/customer-reviews/RIG8LV9EWQJTF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093QSLWZ8","1.0 out of 5 stars","Not something you want for your puppy","Reviewed in the United States on December 12, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My puppy ate this in about three seconds and it all ended up on the carpet with diarrhea","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Salmon-Natural-912566%2Fproduct-reviews%2FB093QSLWZ8%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhC%252F%252BlEf%252Be7AY7OnRShYg6vNAT8jxxk6rRfspJ3ZeVNeuAAAAAGXT8gAAAAAB%26reviewId%3DRIG8LV9EWQJTF&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hC%2F%2BlEf%2Be7AY7OnRShYg6vNAT8jxxk6rRfspJ3ZeVNeuAAAAAGXT8gAAAAAB&reviewId=RIG8LV9EWQJTF","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"