"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-lazy-loaded src","a-size-base 6"
"https://www.amazon.com/gp/profile/amzn1.account.AGPFUTY67XSBBHGIVDTNRWIX5NEA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sarah Williams","https://www.amazon.com/gp/customer-reviews/R18AV99W8WO4EJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","1.0 out of 5 stars","could be a bad batch?","Reviewed in the United States on December 7, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I buy these all the time, but prefer the bag of 6. bought the 3 accidentally but assumed I would get the same quality. these things were hard as a rock and snapped in several places while trying to thread it through a treat ball (which I have always done, even with other flavors as they have decent and consistent pliabilty to them). but not these. put in for a refund and threw them out. ordered a second bag to male up for the other 3, guess we'll see...Update: (a few months and orders later) The pumpkin and pb flavors both from here AND chewy continue to be rock hard and brittle. only the blueberry bbq flavor is still of the old consistency.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHWEkEXHGsUXCE5pg%252BLRGFNBqgO5GQZqk3iMAWwARRrGAAAAAGXT4O4AAAAB%26reviewId%3DR18AV99W8WO4EJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHWEkEXHGsUXCE5pg%2BLRGFNBqgO5GQZqk3iMAWwARRrGAAAAAGXT4O4AAAAB&reviewId=R18AV99W8WO4EJ","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AHHG6LLVMUYDGTUHL7DURNTZZ7LA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","chloe","https://www.amazon.com/gp/customer-reviews/R25PTXLF944I7L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","3.0 out of 5 stars","Didn't last long at all","Reviewed in the United States on July 2, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Pup went through these in a matter of 3 days!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhMpSZYUFPETBcHXqT81SWgGjfmVavk0E%252BEsyZhWt1pW0AAAAAGXT4O4AAAAB%26reviewId%3DR25PTXLF944I7L&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMpSZYUFPETBcHXqT81SWgGjfmVavk0E%2BEsyZhWt1pW0AAAAAGXT4O4AAAAB&reviewId=R25PTXLF944I7L","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGNNTDRXKJBDABXRUOAHJYOQUGJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","An Authentic GQ & her Mom","https://www.amazon.com/gp/customer-reviews/R2ZYYHE3N3U8JO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","3.0 out of 5 stars","Not for teething puppies at all! Beware of safety!","Reviewed in the United States on May 12, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Not for teething puppies at all! Beware of safety!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhH2gsMjG81xToeZ1kSk5B8YL69LRma%252BcL6nPubxqwG4%252FAAAAAGXT4O4AAAAB%26reviewId%3DR2ZYYHE3N3U8JO&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH2gsMjG81xToeZ1kSk5B8YL69LRma%2BcL6nPubxqwG4%2FAAAAAGXT4O4AAAAB&reviewId=R2ZYYHE3N3U8JO","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFZ7W24CAAIDAMFHCOYEBZTJ5OZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Samantha","https://www.amazon.com/gp/customer-reviews/RPI0R1WQGD6VJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","My puppy loves them!","Reviewed in the United States on August 21, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Great for teething! Anytime she goes for a shoe we give her one of these! Great for training!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhD060X92V%252BpvObzfVSIZXPsrmGDuCwwWccCEHo7o%252FQ5sAAAAAGXT4O4AAAAB%26reviewId%3DRPI0R1WQGD6VJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hD060X92V%2BpvObzfVSIZXPsrmGDuCwwWccCEHo7o%2FQ5sAAAAAGXT4O4AAAAB&reviewId=RPI0R1WQGD6VJ","Report","","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AF26TAB7KXWMXZAD46NROCIAUPGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jesy","https://www.amazon.com/gp/customer-reviews/R16ICDOB48UWJ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","Report","Reviewed in the United States on October 8, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Translate review to English","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOO19aJj8hfY8oZ15i%252FkKs3LhEZp7dPEO4XchVZmciBsAAAAAGXT4O4AAAAB%26reviewId%3DR16ICDOB48UWJ9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Showing  comments","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOO19aJj8hfY8oZ15i%2FkKs3LhEZp7dPEO4XchVZmciBsAAAAAGXT4O4AAAAB&reviewId=R16ICDOB48UWJ9","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AFB3REAZ5YY2LGAYTOYQOJVCEDYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lori Granich","https://www.amazon.com/gp/customer-reviews/R1Q8PNH20HOLYN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","1.0 out of 5 stars","Arrived Damaged","Reviewed in the United States on April 27, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","We typically love this product, but this package arrived opened, with damaged product, and they won’t refund.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBjNM%252BBlPPv6%252ByuRntWNH9izDiLJR2HIjeDviN%252BI0darAAAAAGXT4O4AAAAB%26reviewId%3DR1Q8PNH20HOLYN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBjNM%2BBlPPv6%2ByuRntWNH9izDiLJR2HIjeDviN%2BI0darAAAAAGXT4O4AAAAB&reviewId=R1Q8PNH20HOLYN","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AFSIQJHHH2CWAOSHMGCNWJUWA4RQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Karen B","https://www.amazon.com/gp/customer-reviews/R3AKZQEAWVGF9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","Like ring treats","Reviewed in the United States on January 20, 2024","","","My dogs love these. A little pricey but a good treat.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHKsdQrwUm0eEn2BBbQ9Ad7sNzrvlOcYdiLfNlVy0ew4AAAAAGXT4O4AAAAB%26reviewId%3DR3AKZQEAWVGF9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHKsdQrwUm0eEn2BBbQ9Ad7sNzrvlOcYdiLfNlVy0ew4AAAAAGXT4O4AAAAB&reviewId=R3AKZQEAWVGF9","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AGFD3R2WH6PMEIPNK5MP4QJM2KJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/RTRBMSJTVDQC1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","2.0 out of 5 stars","They don’t help teething","Reviewed in the United States on September 4, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Gone in 5 minutes","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhO2q%252F5bPF%252BZhXW1l0qFF%252FI0sv8YmVYLhB6ZrCx5GbYHCAAAAAGXT4O4AAAAB%26reviewId%3DRTRBMSJTVDQC1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO2q%2F5bPF%2BZhXW1l0qFF%2FI0sv8YmVYLhB6ZrCx5GbYHCAAAAAGXT4O4AAAAB&reviewId=RTRBMSJTVDQC1","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif",""
"https://www.amazon.com/gp/profile/amzn1.account.AGHSLQFLUPZ6X445M4PW6HQQZMQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Jessica","https://www.amazon.com/gp/customer-reviews/R77T2EVRHOK8R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","1.0 out of 5 stars","Didn’t last long","Reviewed in the United States on August 29, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Was looking for something for my pup to chew on while teething these didn’t last long until they broke and I had to throw away looked like plastic!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHw%252Bk%252F%252FXRMpKmrb0W529epOZZ9pguEVUJTeu8eIGIvFSAAAAAGXT4O4AAAAB%26reviewId%3DR77T2EVRHOK8R&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHw%2Bk%2F%2FXRMpKmrb0W529epOZZ9pguEVUJTeu8eIGIvFSAAAAAGXT4O4AAAAB&reviewId=R77T2EVRHOK8R","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AH7G4PB65DVBQESQQTE6O2JESZ7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/53d1d96a-91c4-4ae5-ab0e-f785b0b11cc3._CR0,51.0,230,230_SX48_.jpg""/>","Ilissa micciulli","https://www.amazon.com/gp/customer-reviews/R3G0KM00QD04JM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","Amazing for teething puppies","Reviewed in the United States on June 7, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My puppy loooooves this flavor n helped her teething","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHkLvmSD6yKtVbmQJUL8NLkn2iR6YJvj3TpuggkB%252B6jBAAAAAGXT4O4AAAAB%26reviewId%3DR3G0KM00QD04JM&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHkLvmSD6yKtVbmQJUL8NLkn2iR6YJvj3TpuggkB%2B6jBAAAAAGXT4O4AAAAB&reviewId=R3G0KM00QD04JM","Report","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","Showing  comments"
"https://www.amazon.com/gp/profile/amzn1.account.AFATIRCMMZV3BISKKPVSROLQIE7Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Customer that cares","https://www.amazon.com/gp/customer-reviews/R1T643H1IBP2H9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","Puppy loved it.","Reviewed in the United States on October 2, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","These worked very well for my puppy and they are made in the U.S.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhD0KPnSpOLC89%252BmQfSRqVOnAyS%252FC0xBNZ2q0AhZWYAd1AAAAAGXT4PAAAAAB%26reviewId%3DR1T643H1IBP2H9&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hD0KPnSpOLC89%2BmQfSRqVOnAyS%2FC0xBNZ2q0AhZWYAd1AAAAAGXT4PAAAAAB&reviewId=R1T643H1IBP2H9","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGAZ62II2TQMXTX44W6IJEI5ZWBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sos k","https://www.amazon.com/gp/customer-reviews/R1VRKUXBL0Z3WV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","Awesome for puppys","Reviewed in the United States on September 24, 2021","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Wrote a review on the same thing just I guess different seller - my puppy loves them and it helps calm them down and stop chewing on everything else but wouldn’t recommend giving more than 1 a day","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOAvZFdD0YoVhAXOkx9e2fvXWTWFaubkEztOVpy6x7F%252FAAAAAGXT4PAAAAAB%26reviewId%3DR1VRKUXBL0Z3WV&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOAvZFdD0YoVhAXOkx9e2fvXWTWFaubkEztOVpy6x7F%2FAAAAAGXT4PAAAAAB&reviewId=R1VRKUXBL0Z3WV","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHZUJLQTKUMCVUXW5CN2GBGO5XXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Lydia G","https://www.amazon.com/gp/customer-reviews/RUOIR2KUKZF5E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B093RQ7S3T","5.0 out of 5 stars","Chewer","Reviewed in the United States on December 28, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Puppy likes chewing on these","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Teething-Peanut-Natural-912573%2Fproduct-reviews%2FB093RQ7S3T%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhP42rwmCLW0LJezSyHqEyS%252Bz4n43OIcRcMmEUCg2na0xAAAAAGXT4PAAAAAB%26reviewId%3DRUOIR2KUKZF5E&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hP42rwmCLW0LJezSyHqEyS%2Bz4n43OIcRcMmEUCg2na0xAAAAAGXT4PAAAAAB&reviewId=RUOIR2KUKZF5E","Showing  comments","",""