"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","cr-lightbox-main-image src","a-profile href 2","a-profile-avatar src 2","a-profile-avatar 2","a-profile-name 2","a-icon-alt 2","a-size-small","a-size-medium","cr-lightbox-image-thumbnail src","a-popover-preload","a-popover-trigger href","a-section","a-size-base 6","a-size-base 7","a-size-base 8","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AEXQMYB6C5K3G7SZVST34PN5WKLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","wj","https://www.amazon.com/gp/customer-reviews/RMF3UOD3QESP7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","my dog very like the Dental Rings","Reviewed in the United States on April 5, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","it is for my senior dog with 11 year-old, she likes it so much","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIT3LiFobFFiGQHM63A99VADy6RIEGqQ%252BLy5IuVQ7SSuAAAAAGXT5XEAAAAB%26reviewId%3DRMF3UOD3QESP7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIT3LiFobFFiGQHM63A99VADy6RIEGqQ%2BLy5IuVQ7SSuAAAAAGXT5XEAAAAB&reviewId=RMF3UOD3QESP7","Showing  comments","","","","","","","","","","","","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHMRGM7U2DL5FULFTCQFIEKZLCUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sherwin Fernandez","https://www.amazon.com/gp/customer-reviews/R16SV6VUH12Q7K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","Dogs Love these","Reviewed in the United States on August 30, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","My dogs love em’","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhA0ECr6ST19%252ByWbcbtADAdovhLl7za9SC9TKoL%252BtOmZMAAAAAGXT5XEAAAAB%26reviewId%3DR16SV6VUH12Q7K&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hA0ECr6ST19%2ByWbcbtADAdovhLl7za9SC9TKoL%2BtOmZMAAAAAGXT5XEAAAAB&reviewId=R16SV6VUH12Q7K","Report","","","","","","","","","","","","","Showing  comments","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHRUOWT5RLFHXIQEPJA3IB2L6DJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Amazon Customer","https://www.amazon.com/gp/customer-reviews/R15KRRF2JDDUR1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","My dog loves it.","Reviewed in the United States on May 20, 2022","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","Keeps my dog happy and busy.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhCTze6Yn%252FMtVJ3J5GTHQytc2cG9kBFYZsFRLIGvosjkhAAAAAGXT5XEAAAAB%26reviewId%3DR15KRRF2JDDUR1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCTze6Yn%2FMtVJ3J5GTHQytc2cG9kBFYZsFRLIGvosjkhAAAAAGXT5XEAAAAB&reviewId=R15KRRF2JDDUR1","Showing  comments","","","","","","","","","","","","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGV6B2E4LW4GV3UFWCT6HAQ5VJIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","RPG","https://www.amazon.com/gp/customer-reviews/R29Q3NSK4ZXF5Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","1.0 out of 5 stars","Hard rawhide","Reviewed in the United States on July 22, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I thought I was ordering a softer chew. This wasn’t properly advertised & it’s too hard a rawhide for my pup’s teeth.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhH18bK1vVNuo0IDHrLPZGwnfXU7AB2h%252BILD94iesvLR%252BAAAAAGXT5XEAAAAB%26reviewId%3DR29Q3NSK4ZXF5Z&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH18bK1vVNuo0IDHrLPZGwnfXU7AB2h%2BILD94iesvLR%2BAAAAAGXT5XEAAAAB&reviewId=R29Q3NSK4ZXF5Z","Showing  comments","","","","","","","","","","","","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHMRKDG43WZBKLBBEEA7DVT4H2BA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","M. Nanette Barrett","https://www.amazon.com/gp/customer-reviews/R3YXJX0C8IZFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","1.0 out of 5 stars","Too Hard","Reviewed in the United States on January 2, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","For an old dog, these treats were too hard to chew. They hurt his teeth.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBzpw3Rsb%252FUiMwcRBiAdGApTbdy9WZQvcx7xzRTyYiZ%252FAAAAAGXT5XEAAAAB%26reviewId%3DR3YXJX0C8IZFI&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBzpw3Rsb%2FUiMwcRBiAdGApTbdy9WZQvcx7xzRTyYiZ%2FAAAAAGXT5XEAAAAB&reviewId=R3YXJX0C8IZFI","Showing  comments","","","","","","","","","","","","","","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFGDRVPCP742YM5MMLFIKZCGNNRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/58834644-7a01-4221-89c9-7826d07fd52d._CR0,0,500,500_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/58834644-7a01-4221-89c9-7826d07fd52d._CR0,0,500,500_SX48_.jpg""/>","Matthew","https://www.amazon.com/gp/customer-reviews/R241ZNT43AECEG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","3.0 out of 5 stars","Pricey","Reviewed in the United States on April 5, 2023","","","For only seven rings included the price is very high. I don’t think my dog enjoys it as much. The ingredient quality isn’t good","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhNOpEQoUiil%252FNUie9TTYYR5xVg%252F75Xs3aVcn1k%252BXriSXAAAAAGXT5XMAAAAB%26reviewId%3DR241ZNT43AECEG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Pricey","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNOpEQoUiil%2FNUie9TTYYR5xVg%2F75Xs3aVcn1k%2BXriSXAAAAAGXT5XMAAAAB&reviewId=R241ZNT43AECEG","For only seven rings included the price is very high. I don’t think my dog enjoys it as much. The ingredient quality isn’t good","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif","https://www.amazon.com/gp/profile/amzn1.account.AFGDRVPCP742YM5MMLFIKZCGNNRQ/ref=cm_cr_getr_d_gw_pop?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/58834644-7a01-4221-89c9-7826d07fd52d._CR0,0,500,500_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/58834644-7a01-4221-89c9-7826d07fd52d._CR0,0,500,500_SX48_.jpg""/>","Matthew","3.0 out of 5 stars","Reviewed in the United States on April 5, 2023","Images in this review","https://m.media-amazon.com/images/I/61qvLWL734L._SY88.jpg","","javascript:void(0)","","Report","Showing  comments","",""
"https://www.amazon.com/gp/profile/amzn1.account.AEMHK4OAR54CMIVWN7YZWYORSKZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Janet Gonzales","https://www.amazon.com/gp/customer-reviews/R2H59NAPU50AY7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","Dog's Delight","Reviewed in the United States on March 17, 2022","","","My dogs absolutely love the Puppy Teething Rings and can't get enough of them!  My puppy can't even sit still when she sees me grabbing the PTR bag because she loves her treat time.  Now my older dog is excited too, because I've transitioned him from the puppy teething ring to the Sr. Dental Rings.  He loves the taste and it lasts long enough for him to be fully satisfied......he's acting like a puppy again!!!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKfsNFu1SaF4zRs3k1gtCisBx%252B9hnNKfU6Qt%252FXWkEZwFAAAAAGXT5XMAAAAB%26reviewId%3DR2H59NAPU50AY7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKfsNFu1SaF4zRs3k1gtCisBx%2B9hnNKfU6Qt%2FXWkEZwFAAAAAGXT5XMAAAAB&reviewId=R2H59NAPU50AY7","Report","","","","","","","","","","","","","Showing  comments","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHUKANJB554VHCZ32S6X5FKFANLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/8d2a3fcc-1139-49cd-8a69-84ced2f673a9._CR128,0,768,768_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/8d2a3fcc-1139-49cd-8a69-84ced2f673a9._CR128,0,768,768_SX48_.jpg""/>","J.","https://www.amazon.com/gp/customer-reviews/R39IPIN9DQ7534/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","My dogs love them!","Reviewed in the United States on April 17, 2022","","","My dogs really enjoy them, keeps them busy!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhIgLQ8AoGxVs%252F4S0QeAFdQy9un4FPV%252FyQJi%252BM3Vl9jfDAAAAAGXT5XMAAAAB%26reviewId%3DR39IPIN9DQ7534&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hIgLQ8AoGxVs%2F4S0QeAFdQy9un4FPV%2FyQJi%2BM3Vl9jfDAAAAAGXT5XMAAAAB&reviewId=R39IPIN9DQ7534","Showing  comments","","","","","","","","","","","","","","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AGSHHIP2SZ2RR74UMOMR7MBS5FTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Tamera Sharp","https://www.amazon.com/gp/customer-reviews/RXBVNWH532968/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","Happy dog","Reviewed in the United States on March 16, 2022","","","This dental ring was a winner for my 7 year old Terrier.  Because of its good size it kept her busy happy for while.  I recommend for your aging dogs.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhJyu3XH6QfJz%252Fim%252BZNOU92P7Ax64KFC6Y67Xx0FBskl2AAAAAGXT5XMAAAAB%26reviewId%3DRXBVNWH532968&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Happy dog","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hJyu3XH6QfJz%2Fim%2BZNOU92P7Ax64KFC6Y67Xx0FBskl2AAAAAGXT5XMAAAAB&reviewId=RXBVNWH532968","This dental ring was a winner for my 7 year old Terrier.  Because of its good size it kept her busy happy for while.  I recommend for your aging dogs.","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif","https://www.amazon.com/gp/profile/amzn1.account.AGSHHIP2SZ2RR74UMOMR7MBS5FTQ/ref=cm_cr_getr_d_gw_pop?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Tamera Sharp","5.0 out of 5 stars","Reviewed in the United States on March 16, 2022","Images in this review","https://m.media-amazon.com/images/I/71F4FkjHl0L._SY88.jpg","","javascript:void(0)","","3 people found this helpful","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEIWVVHM2KPH4V6UYK4CDRZNQEJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/9c417a03-f562-459a-ab38-5bea9a15617a._CR0,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/9c417a03-f562-459a-ab38-5bea9a15617a._CR0,0,375,375_SX48_.jpg""/>","CJ","https://www.amazon.com/gp/customer-reviews/RB9OLCQXEFJF7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","3.0 out of 5 stars","She loves it!","Reviewed in the United States on May 15, 2022","","","My dog loves them but they are a little pricey for me. She can eat one in about 3 minutes standing up. Usually she will lay down if it's going to take awhile. My Pit is 14 so you know she doesn't have a full set but you wouldn't know it by the way she can demolish anything you give her. Her teeth have been rundown by years of chewing on dog treats but guess what no cavities! Honestly I don't think I will be buying these again! Too pricey for the amount they give you!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhOgg0%252BZ7ITW7X%252BQj52gZZWIVBNRG9s1itNFho0PuHK8hAAAAAGXT5XMAAAAB%26reviewId%3DRB9OLCQXEFJF7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOgg0%2BZ7ITW7X%2BQj52gZZWIVBNRG9s1itNFho0PuHK8hAAAAAGXT5XMAAAAB&reviewId=RB9OLCQXEFJF7","Showing  comments","","","","","","","","","","","","","","","",""
"https://www.amazon.com/gp/profile/amzn1.account.AHX4CXVR2LKHYX4BW52OYBPBCWJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Veggie Lady","https://www.amazon.com/gp/customer-reviews/R425LDOI1D0X3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09QP9DXJS","5.0 out of 5 stars","Great every day chew for your senior dog","Reviewed in the United States on March 13, 2023","https://www.amazon.com/gp/help/customer/display.html/ref=cm_cr_dp_d_rvw_avp?nodeId=G75XTB7MBMBTXP6W","Verified Purchase","I have a 11 year old rescue, a black lab.  Chews like this keep his teeth healthy and clean  He does chew through it really fast so i only give him one every other day.  He loves he taste.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FN-Bone-Senior-Dental-Chicken-Flavor%2Fproduct-reviews%2FB09QP9DXJS%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHHAjB76sKZynpzpZaIobteWRuxWcRiMUlnDlnjYJEjcAAAAAGXT5XMAAAAB%26reviewId%3DR425LDOI1D0X3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHHAjB76sKZynpzpZaIobteWRuxWcRiMUlnDlnjYJEjcAAAAAGXT5XMAAAAB&reviewId=R425LDOI1D0X3","Report","","","","","","","","","","","","","Showing  comments","","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"